"id","coverage","age","wage","cit","mar","educ","race","esr"
338,"No Coverage",49,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
339,"No Coverage",55,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
340,"No Coverage",29,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
341,"No Coverage",52,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
342,"No Coverage",32,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
343,"No Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
344,"No Coverage",31,0,"Non-citizen","Never Married","HS Degree","Other","Employed Civilian"
345,"No Coverage",45,0,"Citizen","Married","HS Degree","Two or More","Employed Civilian"
346,"No Coverage",24,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
347,"No Coverage",19,0,"Citizen","Never Married","HS Degree","White","Unemployed"
348,"No Coverage",26,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
349,"No Coverage",29,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
350,"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
351,"No Coverage",40,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
352,"No Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
353,"No Coverage",35,0,"Citizen","Divorced","Undergraduate Degree","Black","Employed Civilian"
354,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
355,"No Coverage",41,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
356,"No Coverage",46,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
357,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
358,"No Coverage",52,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
359,"No Coverage",51,0,"Citizen","Divorced","HS Degree","White","Unemployed"
360,"No Coverage",20,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
361,"No Coverage",19,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
362,"No Coverage",59,0,"Citizen","Married","HS Degree","White","Unemployed"
363,"No Coverage",59,0,"Citizen","Married","HS Degree","White","Employed Civilian"
364,"No Coverage",23,0,"Citizen","Never Married","HS Degree","White","Unemployed"
365,"No Coverage",35,0,"Citizen","Divorced","HS Degree","White","Unemployed"
366,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Unemployed"
367,"No Coverage",21,0,"Citizen","Never Married","Less than HS","White","Unemployed"
368,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
369,"No Coverage",63,0,"Citizen","Married","Less than HS","White","Unemployed"
370,"No Coverage",64,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
371,"No Coverage",57,0,"Non-citizen","Separated","HS Degree","Other","Unemployed"
372,"No Coverage",28,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
373,"No Coverage",33,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
374,"No Coverage",56,0,"Citizen","Widowed","Less than HS","White","Employed Civilian"
375,"No Coverage",31,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
376,"No Coverage",23,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
377,"No Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
378,"No Coverage",35,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
379,"No Coverage",58,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
380,"No Coverage",30,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
381,"No Coverage",34,0,"Non-citizen","Married","Less than HS","White","Employed Civilian"
382,"No Coverage",32,0,"Non-citizen","Married","HS Degree","White","Not in Labor Force"
383,"No Coverage",31,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
384,"No Coverage",57,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
385,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Asian","Employed Civilian"
386,"No Coverage",27,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
387,"No Coverage",36,0,"Non-citizen","Never Married","Graduate Degree","White","Not in Labor Force"
388,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
389,"No Coverage",22,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
390,"No Coverage",58,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
391,"No Coverage",41,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
392,"No Coverage",29,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
393,"No Coverage",30,0,"Citizen","Married","HS Degree","White","Employed Civilian"
394,"No Coverage",25,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
395,"No Coverage",59,0,"Citizen","Widowed","HS Degree","Black","Employed Civilian"
396,"No Coverage",20,0,"Citizen","Never Married","HS Degree","White","Unemployed"
397,"No Coverage",38,0,"Citizen","Married","Undergraduate Degree","Black","Unemployed"
398,"No Coverage",38,0,"Citizen","Married","Graduate Degree","Black","Employed Civilian"
399,"No Coverage",54,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
400,"No Coverage",42,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
401,"No Coverage",39,0,"Citizen","Married","Graduate Degree","Black","Employed Civilian"
402,"No Coverage",23,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
403,"No Coverage",42,0,"Citizen","Widowed","Graduate Degree","Black","Not in Labor Force"
404,"No Coverage",55,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
405,"No Coverage",33,0,"Citizen","Married","HS Degree","White","Employed Civilian"
406,"No Coverage",32,0,"Citizen","Married","HS Degree","White","Employed Civilian"
407,"No Coverage",34,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
408,"No Coverage",54,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
409,"No Coverage",31,0,"Citizen","Never Married","Less than HS","White","Unemployed"
410,"No Coverage",55,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
411,"No Coverage",28,0,"Citizen","Divorced","Less than HS","White","Not in Labor Force"
412,"No Coverage",54,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
413,"No Coverage",53,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
414,"No Coverage",21,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
415,"No Coverage",50,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
416,"No Coverage",36,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
417,"No Coverage",51,0,"Citizen","Married","HS Degree","White","Employed Civilian"
418,"No Coverage",43,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
419,"No Coverage",48,0,"Non-citizen","Separated","HS Degree","Black","Employed Civilian"
420,"No Coverage",21,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
421,"No Coverage",19,0,"Non-citizen","Never Married","HS Degree","Black","Unemployed"
422,"No Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
423,"No Coverage",45,0,"Non-citizen","Married","HS Degree","White","Not in Labor Force"
424,"No Coverage",28,0,"Citizen","Married","Less than HS","White","Employed Civilian"
425,"No Coverage",29,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
426,"No Coverage",29,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
427,"No Coverage",38,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
428,"No Coverage",56,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
429,"No Coverage",43,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
430,"No Coverage",63,0,"Citizen","Divorced","Less than HS","Black","Not in Labor Force"
431,"No Coverage",54,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
432,"No Coverage",32,0,"Non-citizen","Never Married","HS Degree","White","Not in Labor Force"
433,"No Coverage",49,0,"Citizen","Married","HS Degree","White","Unemployed"
434,"No Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
435,"No Coverage",46,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
436,"No Coverage",47,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
437,"No Coverage",64,0,"Citizen","Never Married","HS Degree","White","Unemployed"
438,"No Coverage",29,0,"Citizen","Married","HS Degree","White","Employed Civilian"
439,"No Coverage",32,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
440,"No Coverage",37,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
441,"No Coverage",26,0,"Citizen","Separated","Less than HS","White","Not in Labor Force"
442,"No Coverage",64,0,"Citizen","Married","HS Degree","White","Employed Civilian"
443,"No Coverage",21,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
444,"No Coverage",24,0,"Non-citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
445,"No Coverage",30,0,"Citizen","Never Married","Undergraduate Degree","Black","Not in Labor Force"
446,"No Coverage",29,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
447,"No Coverage",64,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
448,"No Coverage",63,0,"Citizen","Married","HS Degree","White","Employed Civilian"
449,"No Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
450,"No Coverage",59,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
451,"No Coverage",24,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
452,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
453,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
454,"No Coverage",43,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
455,"No Coverage",29,0,"Citizen","Never Married","Less than HS","Other","Not in Labor Force"
456,"No Coverage",57,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
457,"No Coverage",58,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
458,"No Coverage",25,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
459,"No Coverage",21,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
460,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
461,"No Coverage",20,0,"Citizen","Never Married","Less than HS","White","Unemployed"
462,"No Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White","Unemployed"
463,"No Coverage",59,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
464,"No Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
465,"No Coverage",49,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
466,"No Coverage",21,0,"Citizen","Never Married","HS Degree","Other","Employed Civilian"
467,"No Coverage",62,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
468,"No Coverage",60,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
469,"No Coverage",35,0,"Non-citizen","Married","Less than HS","Other","Not in Labor Force"
470,"No Coverage",40,0,"Non-citizen","Married","Less than HS","Other","Employed Civilian"
471,"No Coverage",24,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
472,"No Coverage",63,0,"Citizen","Married","Less than HS","White","Unemployed"
473,"No Coverage",22,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
474,"No Coverage",30,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
475,"No Coverage",27,0,"Citizen","Married","Less than HS","White","Employed Civilian"
476,"No Coverage",27,0,"Citizen","Separated","Less than HS","White","Employed Civilian"
477,"No Coverage",43,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
478,"No Coverage",41,0,"Citizen","Married","HS Degree","White","Employed Civilian"
479,"No Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
480,"No Coverage",18,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
481,"No Coverage",17,0,"Citizen","Never Married","Less than HS","White","Unemployed"
482,"No Coverage",22,0,"Citizen","Never Married","HS Degree","Two or More","Employed Civilian"
483,"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
484,"No Coverage",18,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
485,"No Coverage",54,0,"Citizen","Divorced","Less than HS","Black","Not in Labor Force"
486,"No Coverage",47,0,"Non-citizen","Never Married","Less than HS","White","Employed Civilian"
487,"No Coverage",32,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
488,"No Coverage",18,0,"Citizen","Never Married","Less than HS","Other","Not in Labor Force"
489,"No Coverage",38,0,"Non-citizen","Divorced","HS Degree","Other","Employed Civilian"
490,"No Coverage",20,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
491,"No Coverage",31,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
492,"No Coverage",56,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
493,"No Coverage",36,0,"Citizen","Divorced","HS Degree","Other","Employed Civilian"
494,"No Coverage",59,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
495,"No Coverage",49,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
496,"No Coverage",23,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
497,"No Coverage",39,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
498,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
499,"No Coverage",22,0,"Citizen","Never Married","HS Degree","Other","Employed Civilian"
500,"No Coverage",30,0,"Citizen","Never Married","Less than HS","Other","Employed Civilian"
501,"No Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
502,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
503,"No Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
504,"No Coverage",31,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
505,"No Coverage",51,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
506,"No Coverage",31,0,"Citizen","Separated","HS Degree","White","Employed Civilian"
507,"No Coverage",19,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
508,"No Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
509,"No Coverage",46,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
510,"No Coverage",39,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
511,"No Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
512,"No Coverage",62,0,"Citizen","Widowed","Less than HS","White","Employed Civilian"
513,"No Coverage",57,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
514,"No Coverage",24,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
